18 18 10
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E+01  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.96875000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.90625000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.84375000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.78125000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.71875000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.65625000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.59375000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.53125000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.46875000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.40625000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.34375000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.28125000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.21875000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.15625000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.93750000E-01  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.31250000E-01  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10000000E+01  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.63020483E-30  0.96875000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.62793450E-30  0.90625000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.62132246E-30  0.84375000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.61845088E-30  0.78125000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.61247087E-30  0.71875000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.60952191E-30  0.65625000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.60248157E-30  0.59375000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.59800433E-30  0.53125000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.58517738E-30  0.46875000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.57499190E-30  0.40625000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.54997764E-30  0.34375000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.52612791E-30  0.28125000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.47376476E-30  0.21875000E+00  0.00000000E+00
