0.5233296E+01	0.1684322E+02	0.2346000E+04	-0.1078000E+02	-0.1190000E+01	0.3012500E+00
0.1506944E+02	0.3157356E+02	0.2347000E+04	-0.1069000E+02	-0.1150000E+01	0.5887500E+00
0.2821239E+02	0.4335428E+02	0.2347000E+04	-0.1066000E+02	-0.1060000E+01	0.8400000E+00
0.4344532E+02	0.5224469E+02	0.2348000E+04	-0.1066000E+02	-0.9000000E+00	0.1042500E+01
0.5983922E+02	0.5895085E+02	0.2335000E+04	-0.1065000E+02	-0.7900000E+00	0.1182500E+01
0.7674107E+02	0.6407838E+02	0.2335000E+04	-0.1062000E+02	-0.6300000E+00	0.1276250E+01
0.9393819E+02	0.6793837E+02	0.2335000E+04	-0.1061000E+02	-0.5500000E+00	0.1350000E+01
0.1114186E+03	0.7079607E+02	0.2334000E+04	-0.1066000E+02	-0.4700000E+00	0.1408750E+01
0.1290546E+03	0.7269118E+02	0.2323000E+04	-0.1061000E+02	-0.4700000E+00	0.1463750E+01
0.1467190E+03	0.7429946E+02	0.2323000E+04	-0.1061000E+02	-0.3700000E+00	0.1480000E+01
0.1645787E+03	0.7529700E+02	0.2323000E+04	-0.1052000E+02	-0.3700000E+00	0.1515000E+01
0.1825120E+03	0.7632114E+02	0.2323000E+04	-0.1043000E+02	-0.2800000E+00	0.1513750E+01
0.2004440E+03	0.7736769E+02	0.2323000E+04	-0.1034000E+02	-0.2900000E+00	0.1512500E+01
0.2185298E+03	0.7855939E+02	0.2323000E+04	-0.1026000E+02	-0.1900000E+00	0.1505000E+01
0.2366701E+03	0.7986860E+02	0.2323000E+04	-0.1016000E+02	-0.1900000E+00	0.1498750E+01
0.2546251E+03	0.8234480E+02	0.2324000E+04	-0.1008000E+02	-0.2000000E+00	0.1433750E+01
0.2725357E+03	0.8543395E+02	0.2315000E+04	-0.9990000E+01	-0.2900000E+00	0.1400000E+01
0.2904635E+03	0.8878055E+02	0.2312000E+04	-0.9860000E+01	-0.2900000E+00	0.1386250E+01
0.3083503E+03	0.9214262E+02	0.2312000E+04	-0.9720000E+01	-0.2000000E+00	0.1385000E+01
0.3262734E+03	0.9558117E+02	0.2312000E+04	-0.9590000E+01	-0.1900000E+00	0.1381250E+01
0.3442455E+03	0.9928602E+02	0.2312000E+04	-0.9500000E+01	-0.1400000E+00	0.1367500E+01
0.3619834E+03	0.1037359E+03	0.2312000E+04	-0.9450000E+01	-0.1000000E+00	0.1325000E+01
0.3794802E+03	0.1089247E+03	0.2312000E+04	-0.9480000E+01	-0.1000000E+00	0.1282500E+01
0.3968457E+03	0.1148156E+03	0.2312000E+04	-0.9530000E+01	-0.1800000E+00	0.1243750E+01
0.4137415E+03	0.1219749E+03	0.2312000E+04	-0.9530000E+01	-0.2800000E+00	0.1170000E+01
0.4298817E+03	0.1306524E+03	0.2313000E+04	-0.9530000E+01	-0.3800000E+00	0.1077500E+01
0.4450699E+03	0.1410609E+03	0.2310000E+04	-0.9530000E+01	-0.3700000E+00	0.9699998E+00
0.4593778E+03	0.1526500E+03	0.2300000E+04	-0.9530000E+01	-0.3700000E+00	0.8899999E+00
0.4722993E+03	0.1656791E+03	0.2300000E+04	-0.9530000E+01	-0.2800000E+00	0.7812499E+00
0.4842055E+03	0.1797077E+03	0.2300000E+04	-0.9480000E+01	-0.2800000E+00	0.7037499E+00
0.4949826E+03	0.1946058E+03	0.2300000E+04	-0.9390000E+01	-0.2800000E+00	0.6262499E+00
0.5045283E+03	0.2102629E+03	0.2300000E+04	-0.9250000E+01	-0.3800000E+00	0.5474999E+00
0.5128727E+03	0.2266900E+03	0.2300000E+04	-0.9080000E+01	-0.4600000E+00	0.4699999E+00
0.5204590E+03	0.2435082E+03	0.2288000E+04	-0.8940000E+01	-0.5500000E+00	0.4237499E+00
0.5279726E+03	0.2602768E+03	0.2288000E+04	-0.8810000E+01	-0.6400000E+00	0.4212499E+00
0.5366845E+03	0.2765121E+03	0.2288000E+04	-0.8720000E+01	-0.9100000E+00	0.4924999E+00
0.5478621E+03	0.2912536E+03	0.2288000E+04	-0.8630000E+01	-0.1170000E+01	0.6487499E+00
0.5613988E+03	0.3037899E+03	0.2289000E+04	-0.8540000E+01	-0.1430000E+01	0.8237500E+00
0.5773766E+03	0.3131151E+03	0.2276000E+04	-0.8450000E+01	-0.1790000E+01	0.1042500E+01

0.5952382E+03	0.3181219E+03	0.2276000E+04	-0.8320000E+01	-0.2060000E+01	0.1297500E+01
0.6136784E+03	0.3172138E+03	0.2276000E+04	-0.8280000E+01	-0.2410000E+01	0.1620000E+01
0.6309166E+03	0.3102946E+03	0.2276000E+04	-0.8180000E+01	-0.2820000E+01	0.1952500E+01
0.6448911E+03	0.2980577E+03	0.2276000E+04	-0.8110000E+01	-0.3320000E+01	0.2290000E+01
0.6544467E+03	0.2821290E+03	0.2276000E+04	-0.8010000E+01	-0.3980000E+01	0.2601250E+01
0.6597411E+03	0.2642463E+03	0.2276000E+04	-0.7950000E+01	-0.4730000E+01	0.2853750E+01
0.6608613E+03	0.2457051E+03	0.2276000E+04	-0.7910000E+01	-0.5630000E+01	0.3081250E+01
0.6585609E+03	0.2271597E+03	0.2276000E+04	-0.7910000E+01	-0.6560000E+01	0.3265000E+01
0.6536600E+03	0.2091652E+03	0.2276000E+04	-0.7860000E+01	-0.7590000E+01	0.3407500E+01
0.6473648E+03	0.1914903E+03	0.2276000E+04	-0.7800000E+01	-0.8590000E+01	0.3483750E+01
0.6404082E+03	0.1741189E+03	0.2273000E+04	-0.7710000E+01	-0.9660000E+01	0.3522500E+01
0.6334548E+03	0.1566925E+03	0.2264000E+04	-0.7580000E+01	-0.1073000E+02	0.3521250E+01
0.6265231E+03	0.1392573E+03	0.2264000E+04	-0.7450000E+01	-0.1138000E+02	0.3520000E+01
0.6201974E+03	0.1215668E+03	0.2264000E+04	-0.7270000E+01	-0.1231000E+02	0.3485000E+01
0.6151053E+03	0.1034955E+03	0.2264000E+04	-0.7140000E+01	-0.1338000E+02	0.3416250E+01
0.6120530E+03	0.8498295E+02	0.2264000E+04	-0.6910000E+01	-0.1445000E+02	0.3305000E+01
0.6117773E+03	0.6617247E+02	0.2264000E+04	-0.6650000E+01	-0.1551000E+02	0.3156250E+01
0.6145179E+03	0.4761121E+02	0.2264000E+04	-0.6290000E+01	-0.1666000E+02	0.2995000E+01
0.6204260E+03	0.2980320E+02	0.2264000E+04	-0.5940000E+01	-0.1772000E+02	0.2821250E+01
0.6290715E+03	0.1310901E+02	0.2264000E+04	-0.5760000E+01	-0.1879000E+02	0.2663750E+01
0.6401683E+03	-0.2020127E+01	0.2253000E+04	-0.5450000E+01	-0.1984000E+02	0.2508750E+01
0.6531328E+03	-0.1558306E+02	0.2254000E+04	-0.5090000E+01	-0.2098000E+02	0.2378750E+01
0.6679755E+03	-0.2720281E+02	0.2252000E+04	-0.4790000E+01	-0.2201000E+02	0.2235000E+01
0.6841872E+03	-0.3682067E+02	0.2252000E+04	-0.4470000E+01	-0.2287000E+02	0.2106250E+01
0.7015272E+03	-0.4408461E+02	0.2252000E+04	-0.4160000E+01	-0.2341000E+02	0.1967500E+01
0.7197101E+03	-0.4871205E+02	0.2252000E+04	-0.3900000E+01	-0.2436000E+02	0.1820000E+01
0.7384589E+03	-0.4991744E+02	0.2252000E+04	-0.3630000E+01	-0.2530000E+02	0.1635000E+01
0.7570225E+03	-0.4702544E+02	0.2252000E+04	-0.3400000E+01	-0.2627000E+02	0.1416250E+01
0.7740805E+03	-0.3921164E+02	0.2252000E+04	-0.3200000E+01	-0.2725000E+02	0.1141250E+01
0.7884117E+03	-0.2712114E+02	0.2252000E+04	-0.3010000E+01	-0.2818000E+02	0.8699998E+00
0.7988932E+03	-0.1163476E+02	0.2252000E+04	-0.2800000E+01	-0.2920000E+02	0.5949998E+00
0.8048381E+03	0.6081911E+01	0.2252000E+04	-0.2530000E+01	-0.3015000E+02	0.3237498E+00
0.8061963E+03	0.2478266E+02	0.2252000E+04	-0.2260000E+01	-0.3116000E+02	0.7249978E-01
0.8022162E+03	0.4311816E+02	0.2252000E+04	-0.2010000E+01	-0.3213000E+02	-0.2137502E+00
0.7927997E+03	0.5937543E+02	0.2252000E+04	-0.1780000E+01	-0.3314000E+02	-0.5250002E+00
0.7783002E+03	0.7136184E+02	0.2252000E+04	-0.1610000E+01	-0.3412000E+02	-0.8800002E+00
0.7604386E+03	0.7734639E+02	0.2252000E+04	-0.1430000E+01	-0.3462000E+02	-0.1247500E+01
0.7415643E+03	0.7580084E+02	0.2252000E+04	-0.1290000E+01	-0.3570000E+02	-0.1652500E+01
0.7248720E+03	0.6669905E+02	0.2252000E+04	-0.1120000E+01	-0.3664000E+02	-0.2070000E+01
0.7138684E+03	0.5113308E+02	0.2252000E+04	-0.9800000E+00	-0.3776000E+02	-0.2526250E+01
0.7111932E+03	0.3219611E+02	0.2252000E+04	-0.9400000E+00	-0.3880000E+02	-0.3001250E+01
0.7177353E+03	0.1418494E+02	0.2252000E+04	-0.8900000E+00	-0.3976000E+02	-0.3490000E+01
0.7323621E+03	0.1805137E+01	0.2252000E+04	-0.8500000E+00	-0.4069000E+02	-0.4010000E+01
0.7512281E+03	-0.1552696E+01	0.2252000E+04	-0.7700000E+00	-0.4148000E+02	-0.4536250E+01
0.7688166E+03	0.5989793E+01	0.2252000E+04	-0.6300000E+00	-0.4209000E+02	-0.5117500E+01
0.7787156E+03	0.2233901E+02	0.2252000E+04	-0.5100000E+00	-0.4262000E+02	-0.5738750E+01
0.7762762E+03	0.4128260E+02	0.2252000E+04	-0.3600000E+00	-0.4302000E+02	-0.6411251E+01
0.7627365E+03	0.5468320E+02	0.2252000E+04	-0.2000000E+00	-0.4338000E+02	-0.7073750E+01
0.7438034E+03	0.5627696E+02	0.2252000E+04	-0.4000000E-01	-0.4349000E+02	-0.7770000E+01
0.7279343E+03	0.4582848E+02	0.2252000E+04	-0.2000000E-01	-0.4367000E+02	-0.8436251E+01
0.7224669E+03	0.2765820E+02	0.2252000E+04	0.1500000E+00	-0.4389000E+02	-0.9132501E+01
0.7299909E+03	0.1023865E+02	0.2252000E+04	0.2800000E+00	-0.4416000E+02	-0.9832500E+01
0.7471741E+03	0.2189535E+01	0.2253000E+04	0.3700000E+00	-0.4448000E+02	-0.1055750E+02
0.7655013E+03	0.7201128E+01	0.2254000E+04	0.4400000E+00	-0.4491000E+02	-0.1126250E+02
0.7766685E+03	0.2263469E+02	0.2242000E+04	0.4500000E+00	-0.4544000E+02	-0.1194000E+02
0.7759557E+03	0.4169637E+02	0.2249000E+04	0.4300000E+00	-0.4592000E+02	-0.1260375E+02
0.7638892E+03	0.5646986E+02	0.2242000E+04	0.3900000E+00	-0.4633000E+02	-0.1325125E+02

0.7454781E+03	0.6141037E+02	0.2252000E+04	0.3100000E+00	-0.4702000E+02	-0.1387500E+02
0.7275838E+03	0.5502339E+02	0.2242000E+04	0.2600000E+00	-0.4768000E+02	-0.1448000E+02
0.7164671E+03	0.3963038E+02	0.2252000E+04	0.1200000E+00	-0.4846000E+02	-0.1508250E+02
0.7155573E+03	0.2067720E+02	0.2252000E+04	0.4000000E-01	-0.4906000E+02	-0.1566000E+02
0.7243212E+03	0.3875534E+01	0.2252000E+04	-0.4000000E-01	-0.4943000E+02	-0.1618875E+02
0.7394199E+03	-0.7513669E+01	0.2252000E+04	-0.4000000E-01	-0.4943000E+02	-0.1663250E+02
0.7579737E+03	-0.1077042E+02	0.2252000E+04	-0.4000000E-01	-0.4901000E+02	-0.1710500E+02
0.7757465E+03	-0.4757351E+01	0.2252000E+04	-0.8494000E-03	-0.4844000E+02	-0.1760500E+02
0.7876734E+03	0.9596671E+01	0.2252000E+04	0.3000000E-01	-0.4793000E+02	-0.1815625E+02
0.7900334E+03	0.2807154E+02	0.2252000E+04	0.8000000E-01	-0.4748000E+02	-0.1872250E+02
0.7815911E+03	0.4467325E+02	0.2252000E+04	0.1700000E+00	-0.4694000E+02	-0.1932000E+02
0.7649593E+03	0.5297261E+02	0.2252000E+04	0.2200000E+00	-0.4651000E+02	-0.1995750E+02
0.7467273E+03	0.4935460E+02	0.2252000E+04	0.2400000E+00	-0.4608000E+02	-0.2061625E+02
0.7347189E+03	0.3516685E+02	0.2252000E+04	0.1400000E+00	-0.4592000E+02	-0.2128875E+02
0.7339084E+03	0.1660954E+02	0.2252000E+04	0.1000000E-01	-0.4544000E+02	-0.2194750E+02
0.7432213E+03	0.5811889E+00	0.2252000E+04	-0.4000000E-01	-0.4430000E+02	-0.2251750E+02
0.7565150E+03	-0.1223063E+02	0.2252000E+04	-0.4000000E-01	-0.4204000E+02	-0.2279500E+02
0.7701990E+03	-0.2449384E+02	0.2252000E+04	-0.4000000E-01	-0.3895000E+02	-0.2283125E+02
0.7804359E+03	-0.3973816E+02	0.2252000E+04	0.1000000E-01	-0.3460000E+02	-0.2258250E+02
0.7809882E+03	-0.5807985E+02	0.2252000E+04	0.2000000E+00	-0.2854000E+02	-0.2202125E+02
0.7684996E+03	-0.7138769E+02	0.2252000E+04	0.4000000E+00	-0.2115000E+02	-0.2123750E+02
0.7503677E+03	-0.7219776E+02	0.2252000E+04	0.4000000E+00	-0.1253000E+02	-0.2046500E+02
0.7354661E+03	-0.6185795E+02	0.2252000E+04	0.2900000E+00	-0.3330000E+01	-0.1981375E+02
0.7264481E+03	-0.4607806E+02	0.2252000E+04	0.2200000E+00	0.5060000E+01	-0.1936875E+02
0.7224766E+03	-0.2835508E+02	0.2252000E+04	0.1800000E+00	0.1255000E+02	-0.1907000E+02
0.7208407E+03	-0.1031661E+02	0.2252000E+04	0.3800000E+00	0.2023000E+02	-0.1894000E+02
0.7194558E+03	0.7705254E+01	0.2252000E+04	0.1020000E+01	0.2565000E+02	-0.1892625E+02
0.7185682E+03	0.2573342E+02	0.2252000E+04	0.2140000E+01	0.3045000E+02	-0.1889875E+02
0.7201183E+03	0.4375437E+02	0.2252000E+04	0.3610000E+01	0.3451000E+02	-0.1876375E+02
0.7257612E+03	0.6080752E+02	0.2252000E+04	0.5650000E+01	0.3775000E+02	-0.1853000E+02
0.7363282E+03	0.7516263E+02	0.2264000E+04	0.7520000E+01	0.4068000E+02	-0.1821500E+02
0.7526281E+03	0.8202994E+02	0.2264000E+04	0.9880000E+01	0.4368000E+02	-0.1767750E+02
0.7686575E+03	0.7522899E+02	0.2264000E+04	0.1211000E+02	0.4641000E+02	-0.1687750E+02
0.7697949E+03	0.5796641E+02	0.2264000E+04	0.1417000E+02	0.4943000E+02	-0.1577375E+02
0.7528827E+03	0.5570660E+02	0.2264000E+04	0.1571000E+02	0.5263000E+02	-0.1427000E+02
0.7539944E+03	0.7243220E+02	0.2264000E+04	0.1648000E+02	0.5549000E+02	-0.1250000E+02
0.7675900E+03	0.6284223E+02	0.2271000E+04	0.1644000E+02	0.5760000E+02	-0.1038125E+02
0.7511242E+03	0.6229012E+02	0.2276000E+04	0.1557000E+02	0.5944000E+02	-0.7887500E+01
0.7666239E+03	0.6712912E+02	0.2276000E+04	0.1391000E+02	0.6168000E+02	-0.5015000E+01
0.7518549E+03	0.6094220E+02	0.2276000E+04	0.1185000E+02	0.6377000E+02	-0.1967500E+01
0.7663352E+03	0.6750964E+02	0.2289000E+04	0.9730000E+01	0.6580000E+02	0.1145000E+01
0.7544379E+03	0.5720804E+02	0.2288000E+04	0.7110000E+01	0.6783000E+02	0.3998749E+01
0.7588193E+03	0.7206288E+02	0.2292000E+04	0.5150000E+01	0.6942000E+02	0.6570000E+01
0.7666995E+03	0.5902127E+02	0.2300000E+04	0.3100000E+01	0.7141000E+02	0.8881249E+01
0.7520131E+03	0.5622609E+02	0.2300000E+04	0.1190000E+01	0.7383000E+02	0.1080750E+02
0.7504105E+03	0.7088876E+02	0.2302000E+04	-0.1200000E+00	0.7602000E+02	0.1245750E+02
0.7647217E+03	0.7384076E+02	0.2312000E+04	-0.1380000E+01	0.7806000E+02	0.1393375E+02
0.7708119E+03	0.6075065E+02	0.2312000E+04	-0.2680000E+01	0.7971000E+02	0.1527250E+02
0.7607620E+03	0.5068338E+02	0.2312000E+04	-0.3760000E+01	0.8064000E+02	0.1649250E+02
0.7476292E+03	0.5557026E+02	0.2323000E+04	-0.4750000E+01	0.8080000E+02	0.1763500E+02
0.7449784E+03	0.6920242E+02	0.2323000E+04	-0.5720000E+01	0.8108000E+02	0.1865750E+02
0.7541471E+03	0.7951622E+02	0.2323000E+04	-0.6330000E+01	0.8116000E+02	0.1957625E+02
0.7678427E+03	0.7986353E+02	0.2323000E+04	-0.7010000E+01	0.8117000E+02	0.2039500E+02
0.7784696E+03	0.7155798E+02	0.2323000E+04	-0.7630000E+01	0.8098000E+02	0.2108375E+02
0.7832314E+03	0.5904596E+02	0.2323000E+04	-0.8110000E+01	0.8081000E+02	0.2162750E+02
